review_id,review_text,rating,date,platform,helpful_count,review_length,user_name,title
appstore_sample_42,F2P friendly compared to other gacha games,3,2025-05-29,app_store,0,42,User_5825,Disappointing
appstore_sample_43,Beautiful music and sound effects,2,2025-05-29,app_store,0,33,User_6577,Disappointing
appstore_sample_44,"Gacha rates are fair, got lucky with pulls",2,2025-05-29,app_store,0,42,User_6935,Amazing game!
appstore_sample_45,Optimization needed for older iPhone models,2,2025-05-29,app_store,0,43,User_5309,Could be better
appstore_sample_46,Loading times are too long,5,2025-05-29,app_store,0,26,User_5909,Amazing game!
appstore_sample_47,"Much better than Genshin, finally a worthy competitor",4,2025-05-29,app_store,0,53,User_5534,Could be better
appstore_sample_48,Game crashes frequently on my device,2,2025-05-29,app_store,0,36,User_7414,Disappointing
appstore_sample_49,Beautiful music and sound effects,5,2025-05-29,app_store,0,33,User_1325,Mixed feelings
appstore_sample_50,Amazing world design and exploration,3,2025-05-29,app_store,0,36,User_1061,Great potential
appstore_sample_51,Amazing world design and exploration,4,2025-05-29,app_store,0,36,User_4467,Mixed feelings
appstore_sample_52,"Great storyline, characters are well designed",3,2025-05-29,app_store,0,45,User_4003,Disappointing
appstore_sample_53,Best mobile RPG I've played this year,3,2025-05-29,app_store,0,37,User_2457,Great potential
appstore_sample_54,"Great storyline, characters are well designed",1,2025-05-29,app_store,0,45,User_2087,Could be better
appstore_sample_55,Customer support is very responsive,2,2025-05-29,app_store,0,35,User_5169,Amazing game!
appstore_sample_56,Loading times are too long,4,2025-05-29,app_store,0,26,User_3970,Mixed feelings
appstore_sample_57,Optimization needed for older iPhone models,4,2025-05-29,app_store,0,43,User_4464,Highly recommended
appstore_sample_58,Customer support is very responsive,3,2025-05-29,app_store,0,35,User_9380,Mixed feelings
appstore_sample_59,"Battery drain is terrible, but gameplay is addictive",1,2025-05-29,app_store,0,52,User_8249,Could be better
appstore_sample_60,F2P friendly compared to other gacha games,1,2025-05-29,app_store,0,42,User_2466,Highly recommended
appstore_sample_61,"Too many in-app purchases, very expensive",1,2025-05-29,app_store,0,41,User_8953,Worth playing
appstore_sample_62,Game crashes frequently on my device,3,2025-05-29,app_store,0,36,User_4447,Love it!
appstore_sample_63,Amazing world design and exploration,1,2025-05-29,app_store,0,36,User_3201,Mixed feelings
appstore_sample_64,Amazing world design and exploration,4,2025-05-29,app_store,0,36,User_1588,Disappointing
appstore_sample_65,Optimization needed for older iPhone models,1,2025-05-29,app_store,0,43,User_6102,Fantastic experience
appstore_sample_66,"Great storyline, characters are well designed",5,2025-05-29,app_store,0,45,User_3818,Love it!
appstore_sample_67,Beautiful music and sound effects,2,2025-05-29,app_store,0,33,User_9635,Mixed feelings
appstore_sample_68,Best mobile RPG I've played this year,2,2025-05-29,app_store,0,37,User_6176,Mixed feelings
appstore_sample_69,Combat system feels so smooth on iOS,3,2025-05-29,app_store,0,36,User_1880,Worth playing
appstore_sample_70,"Much better than Genshin, finally a worthy competitor",5,2025-05-29,app_store,0,53,User_1177,Amazing game!
appstore_sample_71,"Battery drain is terrible, but gameplay is addictive",1,2025-05-29,app_store,0,52,User_9147,Mixed feelings
appstore_sample_72,Love this game! Graphics are stunning on iPhone,5,2025-05-29,app_store,0,47,User_2572,Fantastic experience
appstore_sample_73,"Much better than Genshin, finally a worthy competitor",2,2025-05-29,app_store,0,53,User_4028,Mixed feelings
appstore_sample_74,Beautiful music and sound effects,2,2025-05-29,app_store,0,33,User_3240,Disappointing
appstore_sample_75,Optimization needed for older iPhone models,5,2025-05-29,app_store,0,43,User_6013,Good but needs work
appstore_sample_76,Game crashes frequently on my device,1,2025-05-29,app_store,0,36,User_3049,Highly recommended
appstore_sample_77,Love this game! Graphics are stunning on iPhone,1,2025-05-29,app_store,0,47,User_3646,Worth playing
appstore_sample_78,Best mobile RPG I've played this year,5,2025-05-29,app_store,0,37,User_2501,Fantastic experience
appstore_sample_79,Beautiful music and sound effects,5,2025-05-29,app_store,0,33,User_6578,Good but needs work
appstore_sample_80,Love this game! Graphics are stunning on iPhone,3,2025-05-29,app_store,0,47,User_9788,Fantastic experience
appstore_sample_81,Game crashes frequently on my device,1,2025-05-29,app_store,0,36,User_3109,Great potential
appstore_sample_82,"Too many in-app purchases, very expensive",5,2025-05-29,app_store,0,41,User_7292,Good but needs work
appstore_sample_83,Loading times are too long,1,2025-05-29,app_store,0,26,User_7319,Could be better
appstore_sample_84,Game crashes frequently on my device,5,2025-05-29,app_store,0,36,User_1503,Love it!
appstore_sample_85,"Gacha rates are fair, got lucky with pulls",3,2025-05-29,app_store,0,42,User_3147,Highly recommended
appstore_sample_86,Best mobile RPG I've played this year,2,2025-05-29,app_store,0,37,User_5319,Highly recommended
appstore_sample_87,Amazing world design and exploration,1,2025-05-29,app_store,0,36,User_2173,Love it!
appstore_sample_88,Combat system feels so smooth on iOS,4,2025-05-29,app_store,0,36,User_6903,Fantastic experience
appstore_sample_89,Beautiful music and sound effects,5,2025-05-29,app_store,0,33,User_9194,Mixed feelings
appstore_sample_90,"Gacha rates are fair, got lucky with pulls",5,2025-05-29,app_store,0,42,User_1952,Mixed feelings
appstore_sample_91,"Much better than Genshin, finally a worthy competitor",2,2025-05-29,app_store,0,53,User_6236,Fantastic experience
appstore_sample_92,"Battery drain is terrible, but gameplay is addictive",4,2025-05-29,app_store,0,52,User_5482,Great potential
appstore_sample_93,Combat system feels so smooth on iOS,2,2025-05-29,app_store,0,36,User_8657,Mixed feelings
appstore_sample_94,Love this game! Graphics are stunning on iPhone,1,2025-05-29,app_store,0,47,User_8287,Worth playing
appstore_sample_95,"Great storyline, characters are well designed",2,2025-05-29,app_store,0,45,User_6507,Mixed feelings
appstore_sample_96,Customer support is very responsive,1,2025-05-29,app_store,0,35,User_3365,Fantastic experience
appstore_sample_97,Love this game! Graphics are stunning on iPhone,4,2025-05-29,app_store,0,47,User_9792,Could be better
appstore_sample_98,"Much better than Genshin, finally a worthy competitor",3,2025-05-29,app_store,0,53,User_9221,Worth playing
appstore_sample_99,Amazing world design and exploration,4,2025-05-29,app_store,0,36,User_4913,Amazing game!
appstore_sample_100,Combat system feels so smooth on iOS,2,2025-05-29,app_store,0,36,User_2815,Highly recommended
appstore_sample_101,Game crashes frequently on my device,3,2025-05-29,app_store,0,36,User_4325,Good but needs work
appstore_sample_102,"Too many in-app purchases, very expensive",3,2025-05-29,app_store,0,41,User_7054,Love it!
appstore_sample_103,Loading times are too long,5,2025-05-29,app_store,0,26,User_3185,Good but needs work
appstore_sample_104,F2P friendly compared to other gacha games,3,2025-05-29,app_store,0,42,User_7007,Great potential
appstore_sample_105,Love this game! Graphics are stunning on iPhone,3,2025-05-29,app_store,0,47,User_9623,Mixed feelings
appstore_sample_106,"Much better than Genshin, finally a worthy competitor",1,2025-05-29,app_store,0,53,User_6973,Mixed feelings
appstore_sample_107,Love this game! Graphics are stunning on iPhone,3,2025-05-29,app_store,0,47,User_3751,Good but needs work
appstore_sample_108,Loading times are too long,1,2025-05-29,app_store,0,26,User_9670,Love it!
appstore_sample_109,Combat system feels so smooth on iOS,3,2025-05-29,app_store,0,36,User_8184,Disappointing
appstore_sample_110,"Much better than Genshin, finally a worthy competitor",4,2025-05-29,app_store,0,53,User_6489,Amazing game!
appstore_sample_111,Loading times are too long,3,2025-05-29,app_store,0,26,User_7396,Disappointing
appstore_sample_112,Beautiful music and sound effects,3,2025-05-29,app_store,0,33,User_3743,Disappointing
appstore_sample_113,Beautiful music and sound effects,5,2025-05-29,app_store,0,33,User_2699,Could be better
appstore_sample_114,Beautiful music and sound effects,4,2025-05-29,app_store,0,33,User_4001,Good but needs work
appstore_sample_115,Beautiful music and sound effects,3,2025-05-29,app_store,0,33,User_8532,Amazing game!
appstore_sample_116,Combat system feels so smooth on iOS,1,2025-05-29,app_store,0,36,User_3387,Worth playing
appstore_sample_117,Amazing world design and exploration,3,2025-05-29,app_store,0,36,User_1692,Highly recommended
appstore_sample_118,"Gacha rates are fair, got lucky with pulls",5,2025-05-29,app_store,0,42,User_6685,Fantastic experience
appstore_sample_119,"Gacha rates are fair, got lucky with pulls",5,2025-05-29,app_store,0,42,User_4946,Highly recommended
appstore_sample_120,Game crashes frequently on my device,2,2025-05-29,app_store,0,36,User_8924,Could be better
appstore_sample_121,Love this game! Graphics are stunning on iPhone,5,2025-05-29,app_store,0,47,User_7767,Worth playing
appstore_sample_122,Beautiful music and sound effects,1,2025-05-29,app_store,0,33,User_4894,Fantastic experience
appstore_sample_123,Game crashes frequently on my device,5,2025-05-29,app_store,0,36,User_6641,Mixed feelings
appstore_sample_124,Optimization needed for older iPhone models,2,2025-05-29,app_store,0,43,User_1671,Amazing game!
appstore_sample_125,F2P friendly compared to other gacha games,5,2025-05-29,app_store,0,42,User_3815,Good but needs work
appstore_sample_126,Customer support is very responsive,4,2025-05-29,app_store,0,35,User_9157,Highly recommended
appstore_sample_127,Customer support is very responsive,2,2025-05-29,app_store,0,35,User_9036,Worth playing
appstore_sample_128,"Gacha rates are fair, got lucky with pulls",3,2025-05-29,app_store,0,42,User_3423,Worth playing
appstore_sample_129,"Much better than Genshin, finally a worthy competitor",5,2025-05-29,app_store,0,53,User_9115,Mixed feelings
appstore_sample_130,"Gacha rates are fair, got lucky with pulls",1,2025-05-29,app_store,0,42,User_2543,Fantastic experience
appstore_sample_131,Beautiful music and sound effects,5,2025-05-29,app_store,0,33,User_3137,Love it!
appstore_sample_132,Combat system feels so smooth on iOS,2,2025-05-29,app_store,0,36,User_5845,Love it!
appstore_sample_133,Customer support is very responsive,4,2025-05-29,app_store,0,35,User_7280,Love it!
appstore_sample_134,Loading times are too long,3,2025-05-29,app_store,0,26,User_7403,Good but needs work
appstore_sample_135,F2P friendly compared to other gacha games,3,2025-05-29,app_store,0,42,User_7191,Mixed feelings
appstore_sample_136,Beautiful music and sound effects,2,2025-05-29,app_store,0,33,User_3653,Highly recommended
appstore_sample_137,"Battery drain is terrible, but gameplay is addictive",1,2025-05-29,app_store,0,52,User_8516,Great potential
appstore_sample_138,"Too many in-app purchases, very expensive",1,2025-05-29,app_store,0,41,User_5781,Mixed feelings
appstore_sample_139,Combat system feels so smooth on iOS,3,2025-05-29,app_store,0,36,User_1148,Fantastic experience
appstore_sample_140,"Great storyline, characters are well designed",3,2025-05-29,app_store,0,45,User_1736,Good but needs work
appstore_sample_141,Customer support is very responsive,3,2025-05-29,app_store,0,35,User_1385,Great potential
appstore_sample_142,"Great storyline, characters are well designed",1,2025-05-29,app_store,0,45,User_8408,Love it!
appstore_sample_143,Optimization needed for older iPhone models,2,2025-05-29,app_store,0,43,User_9426,Mixed feelings
appstore_sample_144,Combat system feels so smooth on iOS,4,2025-05-29,app_store,0,36,User_7699,Disappointing
appstore_sample_145,Optimization needed for older iPhone models,5,2025-05-29,app_store,0,43,User_6249,Great potential
appstore_sample_146,"Too many in-app purchases, very expensive",4,2025-05-29,app_store,0,41,User_5208,Good but needs work
appstore_sample_147,"Much better than Genshin, finally a worthy competitor",2,2025-05-29,app_store,0,53,User_7943,Could be better
appstore_sample_148,Best mobile RPG I've played this year,2,2025-05-29,app_store,0,37,User_2630,Highly recommended
appstore_sample_149,Combat system feels so smooth on iOS,3,2025-05-29,app_store,0,36,User_7296,Amazing game!
appstore_sample_150,"Too many in-app purchases, very expensive",1,2025-05-29,app_store,0,41,User_8987,Could be better
appstore_sample_151,"Great storyline, characters are well designed",1,2025-05-29,app_store,0,45,User_7769,Love it!
appstore_sample_152,Love this game! Graphics are stunning on iPhone,5,2025-05-29,app_store,0,47,User_1251,Love it!
appstore_sample_153,Optimization needed for older iPhone models,5,2025-05-29,app_store,0,43,User_6480,Good but needs work
appstore_sample_154,Best mobile RPG I've played this year,2,2025-05-29,app_store,0,37,User_9679,Amazing game!
appstore_sample_155,"Gacha rates are fair, got lucky with pulls",1,2025-05-29,app_store,0,42,User_6004,Amazing game!
appstore_sample_156,F2P friendly compared to other gacha games,5,2025-05-29,app_store,0,42,User_3909,Great potential
appstore_sample_157,F2P friendly compared to other gacha games,4,2025-05-29,app_store,0,42,User_5636,Amazing game!
appstore_sample_158,"Battery drain is terrible, but gameplay is addictive",3,2025-05-29,app_store,0,52,User_8962,Highly recommended
appstore_sample_159,Beautiful music and sound effects,3,2025-05-29,app_store,0,33,User_2749,Disappointing
appstore_sample_160,Game crashes frequently on my device,2,2025-05-29,app_store,0,36,User_5762,Could be better
appstore_sample_161,Amazing world design and exploration,3,2025-05-29,app_store,0,36,User_4726,Worth playing
appstore_sample_162,"Too many in-app purchases, very expensive",3,2025-05-29,app_store,0,41,User_8768,Could be better
appstore_sample_163,Best mobile RPG I've played this year,3,2025-05-29,app_store,0,37,User_2617,Amazing game!
appstore_sample_164,"Great storyline, characters are well designed",1,2025-05-29,app_store,0,45,User_1296,Fantastic experience
appstore_sample_165,"Much better than Genshin, finally a worthy competitor",1,2025-05-29,app_store,0,53,User_9794,Love it!
appstore_sample_166,Game crashes frequently on my device,5,2025-05-29,app_store,0,36,User_4495,Could be better
appstore_sample_167,Game crashes frequently on my device,3,2025-05-29,app_store,0,36,User_1651,Could be better
appstore_sample_168,Loading times are too long,1,2025-05-29,app_store,0,26,User_7584,Love it!
appstore_sample_169,"Gacha rates are fair, got lucky with pulls",4,2025-05-29,app_store,0,42,User_4516,Amazing game!
appstore_sample_170,"Gacha rates are fair, got lucky with pulls",5,2025-05-29,app_store,0,42,User_7828,Amazing game!
appstore_sample_171,"Great storyline, characters are well designed",3,2025-05-29,app_store,0,45,User_8475,Could be better
appstore_sample_172,Optimization needed for older iPhone models,2,2025-05-29,app_store,0,43,User_3423,Fantastic experience
appstore_sample_173,"Much better than Genshin, finally a worthy competitor",1,2025-05-29,app_store,0,53,User_2266,Amazing game!
appstore_sample_174,Loading times are too long,4,2025-05-29,app_store,0,26,User_3904,Good but needs work
appstore_sample_175,Best mobile RPG I've played this year,2,2025-05-29,app_store,0,37,User_5114,Could be better
appstore_sample_176,Beautiful music and sound effects,1,2025-05-29,app_store,0,33,User_5962,Fantastic experience
appstore_sample_177,Amazing world design and exploration,3,2025-05-29,app_store,0,36,User_1407,Fantastic experience
appstore_sample_178,Customer support is very responsive,3,2025-05-29,app_store,0,35,User_2099,Highly recommended
appstore_sample_179,"Great storyline, characters are well designed",3,2025-05-29,app_store,0,45,User_3491,Amazing game!
appstore_sample_180,Beautiful music and sound effects,3,2025-05-29,app_store,0,33,User_9896,Great potential
appstore_sample_181,"Too many in-app purchases, very expensive",5,2025-05-29,app_store,0,41,User_3950,Could be better
appstore_sample_182,Optimization needed for older iPhone models,3,2025-05-29,app_store,0,43,User_4290,Great potential
appstore_sample_183,Beautiful music and sound effects,4,2025-05-29,app_store,0,33,User_3087,Great potential
appstore_sample_184,"Battery drain is terrible, but gameplay is addictive",2,2025-05-29,app_store,0,52,User_6557,Worth playing
appstore_sample_185,"Too many in-app purchases, very expensive",2,2025-05-29,app_store,0,41,User_2842,Great potential
appstore_sample_186,Game crashes frequently on my device,1,2025-05-29,app_store,0,36,User_4697,Good but needs work
appstore_sample_187,"Too many in-app purchases, very expensive",1,2025-05-29,app_store,0,41,User_2128,Highly recommended
appstore_sample_188,Game crashes frequently on my device,2,2025-05-29,app_store,0,36,User_7893,Amazing game!
appstore_sample_189,Best mobile RPG I've played this year,1,2025-05-29,app_store,0,37,User_4954,Could be better
appstore_sample_190,Beautiful music and sound effects,4,2025-05-29,app_store,0,33,User_5079,Could be better
appstore_sample_191,Game crashes frequently on my device,1,2025-05-29,app_store,0,36,User_9036,Good but needs work
appstore_sample_192,"Much better than Genshin, finally a worthy competitor",5,2025-05-29,app_store,0,53,User_4921,Love it!
appstore_sample_193,Loading times are too long,3,2025-05-29,app_store,0,26,User_5185,Mixed feelings
appstore_sample_194,Game crashes frequently on my device,3,2025-05-29,app_store,0,36,User_5944,Mixed feelings
appstore_sample_195,"Much better than Genshin, finally a worthy competitor",4,2025-05-29,app_store,0,53,User_8236,Could be better
appstore_sample_196,"Too many in-app purchases, very expensive",5,2025-05-29,app_store,0,41,User_7683,Highly recommended
appstore_sample_197,"Gacha rates are fair, got lucky with pulls",5,2025-05-29,app_store,0,42,User_6962,Good but needs work
appstore_sample_198,"Gacha rates are fair, got lucky with pulls",2,2025-05-29,app_store,0,42,User_5248,Amazing game!
appstore_sample_199,"Great storyline, characters are well designed",3,2025-05-29,app_store,0,45,User_4033,Could be better
appstore_sample_200,Amazing world design and exploration,2,2025-05-29,app_store,0,36,User_1650,Good but needs work
appstore_sample_201,Loading times are too long,2,2025-05-29,app_store,0,26,User_3050,Worth playing
appstore_sample_202,Beautiful music and sound effects,2,2025-05-29,app_store,0,33,User_6128,Fantastic experience
appstore_sample_203,Amazing world design and exploration,2,2025-05-29,app_store,0,36,User_9757,Love it!
appstore_sample_204,Combat system feels so smooth on iOS,4,2025-05-29,app_store,0,36,User_7702,Great potential
appstore_sample_205,Game crashes frequently on my device,5,2025-05-29,app_store,0,36,User_5042,Mixed feelings
appstore_sample_206,Optimization needed for older iPhone models,5,2025-05-29,app_store,0,43,User_4145,Could be better
appstore_sample_207,Amazing world design and exploration,4,2025-05-29,app_store,0,36,User_9938,Highly recommended
appstore_sample_208,"Gacha rates are fair, got lucky with pulls",2,2025-05-29,app_store,0,42,User_9080,Disappointing
appstore_sample_209,Best mobile RPG I've played this year,4,2025-05-29,app_store,0,37,User_5878,Good but needs work
appstore_sample_210,Customer support is very responsive,1,2025-05-29,app_store,0,35,User_6447,Amazing game!
appstore_sample_211,"Much better than Genshin, finally a worthy competitor",3,2025-05-29,app_store,0,53,User_9589,Amazing game!
appstore_sample_212,"Gacha rates are fair, got lucky with pulls",5,2025-05-29,app_store,0,42,User_1217,Fantastic experience
appstore_sample_213,"Gacha rates are fair, got lucky with pulls",4,2025-05-29,app_store,0,42,User_9762,Disappointing
appstore_sample_214,"Much better than Genshin, finally a worthy competitor",4,2025-05-29,app_store,0,53,User_6100,Love it!
appstore_sample_215,Love this game! Graphics are stunning on iPhone,3,2025-05-29,app_store,0,47,User_2447,Mixed feelings
appstore_sample_216,Optimization needed for older iPhone models,5,2025-05-29,app_store,0,43,User_3450,Fantastic experience
appstore_sample_217,Beautiful music and sound effects,5,2025-05-29,app_store,0,33,User_2619,Disappointing
appstore_sample_218,Best mobile RPG I've played this year,4,2025-05-29,app_store,0,37,User_9109,Highly recommended
appstore_sample_219,F2P friendly compared to other gacha games,4,2025-05-29,app_store,0,42,User_1755,Disappointing
appstore_sample_220,Amazing world design and exploration,5,2025-05-29,app_store,0,36,User_7082,Disappointing
appstore_sample_221,"Too many in-app purchases, very expensive",1,2025-05-29,app_store,0,41,User_5810,Highly recommended
appstore_sample_222,Love this game! Graphics are stunning on iPhone,2,2025-05-29,app_store,0,47,User_4302,Amazing game!
appstore_sample_223,"Too many in-app purchases, very expensive",3,2025-05-29,app_store,0,41,User_3281,Fantastic experience
appstore_sample_224,"Battery drain is terrible, but gameplay is addictive",3,2025-05-29,app_store,0,52,User_1410,Disappointing
appstore_sample_225,F2P friendly compared to other gacha games,3,2025-05-29,app_store,0,42,User_8824,Worth playing
appstore_sample_226,Combat system feels so smooth on iOS,4,2025-05-29,app_store,0,36,User_1352,Great potential
appstore_sample_227,Amazing world design and exploration,2,2025-05-29,app_store,0,36,User_7752,Highly recommended
appstore_sample_228,"Gacha rates are fair, got lucky with pulls",2,2025-05-29,app_store,0,42,User_4209,Worth playing
appstore_sample_229,Optimization needed for older iPhone models,1,2025-05-29,app_store,0,43,User_1589,Love it!
appstore_sample_230,Love this game! Graphics are stunning on iPhone,4,2025-05-29,app_store,0,47,User_9664,Love it!
appstore_sample_231,F2P friendly compared to other gacha games,5,2025-05-29,app_store,0,42,User_9043,Mixed feelings
appstore_sample_232,Best mobile RPG I've played this year,1,2025-05-29,app_store,0,37,User_9141,Could be better
appstore_sample_233,Amazing world design and exploration,1,2025-05-29,app_store,0,36,User_7641,Worth playing
appstore_sample_234,Beautiful music and sound effects,1,2025-05-29,app_store,0,33,User_9237,Disappointing
appstore_sample_235,Amazing world design and exploration,4,2025-05-29,app_store,0,36,User_5178,Great potential
appstore_sample_236,Combat system feels so smooth on iOS,4,2025-05-29,app_store,0,36,User_5544,Great potential
appstore_sample_237,"Gacha rates are fair, got lucky with pulls",2,2025-05-29,app_store,0,42,User_3322,Amazing game!
appstore_sample_238,Optimization needed for older iPhone models,4,2025-05-29,app_store,0,43,User_6878,Worth playing
appstore_sample_239,Customer support is very responsive,3,2025-05-29,app_store,0,35,User_8893,Mixed feelings
appstore_sample_240,Combat system feels so smooth on iOS,1,2025-05-29,app_store,0,36,User_8646,Highly recommended
appstore_sample_241,Love this game! Graphics are stunning on iPhone,3,2025-05-29,app_store,0,47,User_7837,Mixed feelings
appstore_sample_242,Loading times are too long,5,2025-05-29,app_store,0,26,User_8221,Great potential
appstore_sample_243,"Great storyline, characters are well designed",4,2025-05-29,app_store,0,45,User_5416,Disappointing
appstore_sample_244,"Too many in-app purchases, very expensive",2,2025-05-29,app_store,0,41,User_9309,Highly recommended
appstore_sample_245,"Much better than Genshin, finally a worthy competitor",3,2025-05-29,app_store,0,53,User_2837,Amazing game!
appstore_sample_246,Amazing world design and exploration,1,2025-05-29,app_store,0,36,User_9494,Love it!
appstore_sample_247,Love this game! Graphics are stunning on iPhone,2,2025-05-29,app_store,0,47,User_6239,Disappointing
appstore_sample_248,Best mobile RPG I've played this year,3,2025-05-29,app_store,0,37,User_9737,Good but needs work
appstore_sample_249,Amazing world design and exploration,3,2025-05-29,app_store,0,36,User_9119,Disappointing
appstore_sample_250,Loading times are too long,5,2025-05-29,app_store,0,26,User_7597,Fantastic experience
appstore_sample_251,Combat system feels so smooth on iOS,1,2025-05-29,app_store,0,36,User_4799,Could be better
appstore_sample_252,"Much better than Genshin, finally a worthy competitor",5,2025-05-29,app_store,0,53,User_7991,Disappointing
appstore_sample_253,Optimization needed for older iPhone models,3,2025-05-29,app_store,0,43,User_4107,Worth playing
appstore_sample_254,"Much better than Genshin, finally a worthy competitor",2,2025-05-29,app_store,0,53,User_6318,Highly recommended
appstore_sample_255,Optimization needed for older iPhone models,4,2025-05-29,app_store,0,43,User_2123,Worth playing
appstore_sample_256,Beautiful music and sound effects,1,2025-05-29,app_store,0,33,User_9508,Disappointing
appstore_sample_257,F2P friendly compared to other gacha games,5,2025-05-29,app_store,0,42,User_8909,Fantastic experience
appstore_sample_258,Combat system feels so smooth on iOS,4,2025-05-29,app_store,0,36,User_1850,Mixed feelings
appstore_sample_259,"Much better than Genshin, finally a worthy competitor",4,2025-05-29,app_store,0,53,User_2168,Amazing game!
appstore_sample_260,"Great storyline, characters are well designed",2,2025-05-29,app_store,0,45,User_6303,Disappointing
appstore_sample_261,Combat system feels so smooth on iOS,2,2025-05-29,app_store,0,36,User_5539,Fantastic experience
appstore_sample_262,F2P friendly compared to other gacha games,1,2025-05-29,app_store,0,42,User_2317,Highly recommended
appstore_sample_263,F2P friendly compared to other gacha games,2,2025-05-29,app_store,0,42,User_4070,Fantastic experience
appstore_sample_264,"Great storyline, characters are well designed",3,2025-05-29,app_store,0,45,User_2742,Amazing game!
appstore_sample_265,"Gacha rates are fair, got lucky with pulls",2,2025-05-29,app_store,0,42,User_9868,Amazing game!
appstore_sample_266,Amazing world design and exploration,4,2025-05-29,app_store,0,36,User_7401,Love it!
